date,tweet_count_[geral]_Bolsonaro,reply_mean_[geral]_Bolsonaro,retweet_mean_[geral]_Bolsonaro,favorite_mean_[geral]_Bolsonaro,nps_mean_[geral]_Bolsonaro,tweet_count_[ciência-e-tecnologia]_Bolsonaro,reply_mean_[ciência-e-tecnologia]_Bolsonaro,retweet_mean_[ciência-e-tecnologia]_Bolsonaro,favorite_mean_[ciência-e-tecnologia]_Bolsonaro,nps_mean_[ciência-e-tecnologia]_Bolsonaro,tweet_count_[saúde]_Bolsonaro,reply_mean_[saúde]_Bolsonaro,retweet_mean_[saúde]_Bolsonaro,favorite_mean_[saúde]_Bolsonaro,nps_mean_[saúde]_Bolsonaro,tweet_count_[eleições]_Bolsonaro,reply_mean_[eleições]_Bolsonaro,retweet_mean_[eleições]_Bolsonaro,favorite_mean_[eleições]_Bolsonaro,nps_mean_[eleições]_Bolsonaro,tweet_count_[segurança-e-direitos-humanos]_Bolsonaro,reply_mean_[segurança-e-direitos-humanos]_Bolsonaro,retweet_mean_[segurança-e-direitos-humanos]_Bolsonaro,favorite_mean_[segurança-e-direitos-humanos]_Bolsonaro,nps_mean_[segurança-e-direitos-humanos]_Bolsonaro,tweet_count_[costumes]_Bolsonaro,reply_mean_[costumes]_Bolsonaro,retweet_mean_[costumes]_Bolsonaro,favorite_mean_[costumes]_Bolsonaro,nps_mean_[costumes]_Bolsonaro,tweet_count_[economia]_Bolsonaro,reply_mean_[economia]_Bolsonaro,retweet_mean_[economia]_Bolsonaro,favorite_mean_[economia]_Bolsonaro,nps_mean_[economia]_Bolsonaro,tweet_count_[política-externa]_Bolsonaro,reply_mean_[política-externa]_Bolsonaro,retweet_mean_[política-externa]_Bolsonaro,favorite_mean_[política-externa]_Bolsonaro,nps_mean_[política-externa]_Bolsonaro,tweet_count_[meio-ambiente-e-agricultura]_Bolsonaro,reply_mean_[meio-ambiente-e-agricultura]_Bolsonaro,retweet_mean_[meio-ambiente-e-agricultura]_Bolsonaro,favorite_mean_[meio-ambiente-e-agricultura]_Bolsonaro,nps_mean_[meio-ambiente-e-agricultura]_Bolsonaro,tweet_count_[educação]_Bolsonaro,reply_mean_[educação]_Bolsonaro,retweet_mean_[educação]_Bolsonaro,favorite_mean_[educação]_Bolsonaro,nps_mean_[educação]_Bolsonaro,tweet_count_[outros]_Bolsonaro,reply_mean_[outros]_Bolsonaro,retweet_mean_[outros]_Bolsonaro,favorite_mean_[outros]_Bolsonaro,nps_mean_[outros]_Bolsonaro,tweet_count_[justiça]_Bolsonaro,reply_mean_[justiça]_Bolsonaro,retweet_mean_[justiça]_Bolsonaro,favorite_mean_[justiça]_Bolsonaro,nps_mean_[justiça]_Bolsonaro,tweet_count_[geral]_Lula,reply_mean_[geral]_Lula,retweet_mean_[geral]_Lula,favorite_mean_[geral]_Lula,nps_mean_[geral]_Lula,tweet_count_[ciência-e-tecnologia]_Lula,reply_mean_[ciência-e-tecnologia]_Lula,retweet_mean_[ciência-e-tecnologia]_Lula,favorite_mean_[ciência-e-tecnologia]_Lula,nps_mean_[ciência-e-tecnologia]_Lula,tweet_count_[saúde]_Lula,reply_mean_[saúde]_Lula,retweet_mean_[saúde]_Lula,favorite_mean_[saúde]_Lula,nps_mean_[saúde]_Lula,tweet_count_[eleições]_Lula,reply_mean_[eleições]_Lula,retweet_mean_[eleições]_Lula,favorite_mean_[eleições]_Lula,nps_mean_[eleições]_Lula,tweet_count_[segurança-e-direitos-humanos]_Lula,reply_mean_[segurança-e-direitos-humanos]_Lula,retweet_mean_[segurança-e-direitos-humanos]_Lula,favorite_mean_[segurança-e-direitos-humanos]_Lula,nps_mean_[segurança-e-direitos-humanos]_Lula,tweet_count_[costumes]_Lula,reply_mean_[costumes]_Lula,retweet_mean_[costumes]_Lula,favorite_mean_[costumes]_Lula,nps_mean_[costumes]_Lula,tweet_count_[economia]_Lula,reply_mean_[economia]_Lula,retweet_mean_[economia]_Lula,favorite_mean_[economia]_Lula,nps_mean_[economia]_Lula,tweet_count_[política-externa]_Lula,reply_mean_[política-externa]_Lula,retweet_mean_[política-externa]_Lula,favorite_mean_[política-externa]_Lula,nps_mean_[política-externa]_Lula,tweet_count_[meio-ambiente-e-agricultura]_Lula,reply_mean_[meio-ambiente-e-agricultura]_Lula,retweet_mean_[meio-ambiente-e-agricultura]_Lula,favorite_mean_[meio-ambiente-e-agricultura]_Lula,nps_mean_[meio-ambiente-e-agricultura]_Lula,tweet_count_[educação]_Lula,reply_mean_[educação]_Lula,retweet_mean_[educação]_Lula,favorite_mean_[educação]_Lula,nps_mean_[educação]_Lula,tweet_count_[outros]_Lula,reply_mean_[outros]_Lula,retweet_mean_[outros]_Lula,favorite_mean_[outros]_Lula,nps_mean_[outros]_Lula,tweet_count_[justiça]_Lula,reply_mean_[justiça]_Lula,retweet_mean_[justiça]_Lula,favorite_mean_[justiça]_Lula,nps_mean_[justiça]_Lula
2020-02-13,16.0,3447.11,7768.0,40696.0,74.53999999999999,8.0,8.0,7.0,5.0,4.0,8.0,182.0,943.0,4608.0,9.0,2.0,6.0,6.0,5.0,7.0,8.0,2.0,1.0,2.0,0.0,6.0,0.0,9.0,5.0,7.0,7.0,8.0,6.0,0.0,0.0,1.0,4.0,6.0,1.0,2.0,8.0,7.0,0.0,4.0,7.0,7.0,0.0,6.0,5.0,6.0,0.0,0.0,2.0,2.0,6.0,8.0,7.0,4.0,9.0,5.0,11.0,3388.67,6552.0,42515.67,45.83,9.0,1391.0,6035.0,34498.0,32.11,8.0,7.0,6.0,2.0,3.0,2.0,4.0,4.0,3.0,0.0,9.0,4.0,3.0,0.0,7.0,1.0,4.0,3.0,7.0,7.0,4.0,9.0,9.0,9.0,1.0,8.0,8.0,7.0,9.0,8.0,9.0,9.0,3.0,2.0,1.0,4.0,2.0,9.0,3.0,3.0,2.0,5.0,2.0,5.0,3.0,4.0,7.0,4.0,5.0,0.0
2020-02-14,20.0,2107.14,7889.71,51841.57,48.27,2.0,0.0,9.0,8.0,5.0,10.0,568.5,3023.0,17978.5,63.61,6.0,2.0,6.0,5.0,6.0,8.0,4.0,2.0,2.0,9.0,8.0,277.0,1710.0,11325.0,54.89,10.0,958.0,4393.0,24261.0,37.06,7.0,1.0,8.0,0.0,1.0,8.0,0.0,1.0,2.0,4.0,9.0,1.0,2.0,4.0,5.0,8.0,1.0,5.0,5.0,5.0,6.0,7.0,4.0,5.0,3.0,12.0,1115.0,1845.83,8307.17,25.07,0.0,5.0,0.0,5.0,8.0,5.0,3.0,7.0,0.0,0.0,5.0,4.0,3.0,0.0,1.0,1.0,6.0,9.0,8.0,2.0,0.0,1.0,6.0,9.0,7.0,7.0,4.0,1.0,4.0,9.0,0.0,8.0,0.0,6.0,7.0,1.0,168.0,982.0,2342.0,19.59,3.0,7.0,9.0,5.0,3.0,7.0,5.0,7.0,5.0,1.0,5.0,5.0,4.0,4.0,1.0
2020-02-15,24.0,2218.4300000000003,4992.57,41338.71,61.49,4.0,9.0,6.0,6.0,5.0,9.0,1291.0,4317.0,25632.0,31.86,0.0,9.0,6.0,0.0,0.0,8.0,9.0,3.0,2.0,0.0,9.0,0.0,3.0,2.0,5.0,1.0,8.0,3.0,0.0,5.0,7.0,3.0,8.0,3.0,7.0,1.0,2.0,2.0,1.0,3.0,3.0,1139.0,3631.0,21250.0,21.86,8.0,9.0,1.0,9.0,5.0,9.0,1.0,5.0,7.0,3.0,12.0,2369.0,4754.0,28104.0,32.59,2.0,1.0,3.0,1.0,3.0,3.0,7.0,7.0,9.0,9.0,0.0,4.0,4.0,5.0,3.0,0.0,0.0,7.0,1.0,2.0,9.0,2.0,7.0,5.0,5.0,6.0,4.0,1.0,2.0,5.0,5.0,3.0,3.0,9.0,8.0,6.0,0.0,2.0,2.0,5.0,0.0,7.0,2.0,9.0,6.0,1.0,8.0,5.0,6.0,4.0,3.0,7.0,2.0,2.0,0.0
2020-02-16,19.0,2604.88,6472.75,34945.75,65.16,2.0,1.0,4.0,7.0,9.0,0.0,129.0,1058.0,5500.0,24.0,8.0,4.0,0.0,8.0,7.0,1.0,6.0,8.0,9.0,9.0,7.0,6.0,1.0,5.0,9.0,2.0,9.0,8.0,5.0,1.0,9.0,5.0,7.0,1.0,4.0,5.0,3.0,5.0,5.0,7.0,3.0,9.0,3.0,5.0,3.0,0.0,2.0,2.0,0.0,5.0,4.0,3.0,3.0,5.0,0.0,8.0,348.0,1071.0,3519.0,31.0,1.0,3.0,3.0,9.0,2.0,8.0,1.0,4.0,9.0,9.0,3.0,7.0,3.0,6.0,6.0,9.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,9.0,8.0,3.0,3.0,5.0,7.0,2.0,9.0,8.0,5.0,3.0,5.0,1.0,6.0,9.0,8.0,4.0,3.0,6.0,7.0,2.0,8.0,5.0,1.0,5.0,2.0,5.0,4.0,6.0,4.0,3.0,1.0
2020-02-17,15.0,3024.4300000000003,5957.139999999999,31910.14,77.4,9.0,4.0,3.0,6.0,0.0,6.0,316.0,896.0,9877.0,25.98,4.0,1.0,4.0,0.0,2.0,4.0,554.0,2319.0,13013.0,30.7,9.0,9.0,5.0,3.0,9.0,6.0,1139.0,5363.0,30129.0,39.29,9.0,1.0,5.0,7.0,7.0,1.0,7.0,1.0,7.0,2.0,7.0,2.0,6.0,9.0,2.0,1.0,7.0,9.0,5.0,2.0,6.0,3.0,3.0,2.0,4.0,12.0,605.0,1107.0,3957.33,31.64,3.0,45.0,297.0,1504.0,46.67,2.0,0.0,4.0,7.0,8.0,5.0,9.0,1.0,3.0,9.0,2.0,2.0,9.0,8.0,3.0,0.0,7.0,9.0,1.0,9.0,0.0,9.0,7.0,2.0,0.0,4.0,4.0,6.0,8.0,9.0,6.0,5.0,3.0,6.0,9.0,7.0,9.0,7.0,6.0,2.0,3.0,3.0,3.0,4.0,6.0,1.0,5.0,7.0,8.0,8.0
2020-02-18,23.0,2071.2200000000003,5734.0,37622.78,74.32,7.0,798.5,3086.5,17677.5,38.44,2.0,420.0,2687.0,13124.0,51.21,8.0,4.0,5.0,9.0,2.0,7.0,7.0,3.0,4.0,1.0,6.0,0.0,7.0,6.0,5.0,9.0,1297.0,3864.0,23080.0,24.79,1.0,7.0,4.0,4.0,5.0,3.0,5.0,7.0,6.0,1.0,3.0,405.0,2540.0,15773.0,51.41,1.0,0.0,1.0,2.0,6.0,4.0,0.0,3.0,9.0,7.0,18.0,1281.33,1639.67,11469.33,36.12,9.0,653.0,465.0,3058.0,9.39,8.0,2118.0,2462.0,13828.0,13.7,1.0,5.0,5.0,2.0,6.0,6.0,5.0,7.0,4.0,6.0,1.0,9.0,2.0,7.0,9.0,2.0,7.0,4.0,2.0,6.0,4.0,6.0,4.0,2.0,0.0,4.0,1.0,9.0,1.0,0.0,5.0,1.0,1.0,6.0,7.0,9.0,9.0,1.0,7.0,4.0,7.0,0.0,4.0,6.0,1.0
2020-02-19,12.0,2392.83,7090.33,41065.5,53.75,6.0,9.0,2.0,0.0,3.0,4.0,856.0,4082.0,25001.0,57.03,6.0,0.0,1.0,6.0,3.0,3.0,4.0,7.0,1.0,2.0,4.0,8.0,1.0,8.0,5.0,9.0,690.0,3145.0,16614.5,31.98,1.0,5.0,0.0,2.0,3.0,7.0,9.0,7.0,7.0,1.0,5.0,1.0,6.0,7.0,5.0,9.0,8.0,1.0,9.0,2.0,3.0,5.0,1.0,8.0,6.0,20.0,785.0,1143.67,9143.67,16.22,4.0,3.0,8.0,2.0,2.0,8.0,4.0,7.0,7.0,5.0,6.0,6.0,4.0,3.0,7.0,4.0,2.0,9.0,5.0,2.0,0.0,7.0,5.0,9.0,8.0,3.0,3.0,0.0,5.0,2.0,2.0,9.0,0.0,0.0,6.0,8.0,3.0,3.0,9.0,3.0,7.0,0.0,1.0,0.0,6.0,3.0,587.0,474.0,3430.0,7.62,4.0,8.0,5.0,1.0,3.0
2020-02-20,24.0,4772.780000000001,8404.56,49002.11,43.89,9.0,3.0,2.0,8.0,6.0,8.0,325.0,2404.0,10832.0,72.07,9.0,9.0,4.0,5.0,9.0,2.0,1.0,9.0,0.0,7.0,7.0,3951.0,4331.5,30394.5,31.45,5.0,633.0,2764.0,16294.0,38.14,1.0,3.0,0.0,1.0,5.0,1.0,637.0,2762.0,16296.0,33.14,1.0,0.0,9.0,9.0,5.0,4.0,9044.0,7569.0,58167.0,12.27,9.0,8.0,1.0,2.0,7.0,15.0,1711.5,2337.0,15939.0,22.05,3.0,6.0,9.0,3.0,4.0,6.0,1940.0,1996.0,10814.0,8.620000000000001,7.0,2.0,0.0,6.0,5.0,4.0,6.0,9.0,6.0,7.0,6.0,4.0,8.0,3.0,5.0,2.0,3.0,9.0,0.0,5.0,2.0,7.0,4.0,6.0,0.0,7.0,6.0,4.0,6.0,8.0,6.0,4.0,4.0,7.0,6.0,6.0,1.0,2.0,6.0,1.0,6.0,1933.0,1998.0,10814.0,6.62
2020-02-21,14.0,2971.0,8217.0,53027.17,58.6,8.0,2.0,9.0,8.0,7.0,11.0,973.0,4426.0,28664.0,46.41,8.0,3.0,4.0,7.0,0.0,1.0,450.0,1515.0,10454.0,27.57,4.0,3214.5,4929.0,27644.0,26.74,8.0,5976.0,8351.0,44831.0,11.9,2.0,6.0,9.0,3.0,0.0,1.0,7.0,5.0,2.0,0.0,0.0,3.0,1.0,0.0,5.0,6.0,6.0,9.0,2.0,0.0,6.0,8.0,4.0,2.0,0.0,17.0,774.5,1958.0,9410.5,39.27,1.0,5.0,1.0,3.0,0.0,4.0,4.0,3.0,8.0,7.0,5.0,1.0,3.0,2.0,6.0,9.0,3.0,3.0,4.0,1.0,8.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,8.0,6.0,4.0,0.0,4.0,5.0,7.0,6.0,6.0,9.0,4.0,2.0,4.0,5.0,6.0,0.0,2.0,8.0,0.0,0.0,6.0,3.0,7.0,5.0,2.0,8.0
2020-02-22,14.0,2495.17,4786.5,29028.5,57.18,4.0,334.0,1983.0,10897.0,38.77,5.0,1870.0,5448.0,29232.0,37.68,0.0,3.0,1.0,3.0,0.0,2.0,7.0,5.0,1.0,9.0,5.0,6.0,0.0,2.0,9.0,2.0,8.0,0.0,6.0,6.0,5.0,0.0,8.0,5.0,4.0,9.0,1.0,6.0,7.0,0.0,6.0,2.0,9.0,0.0,2.0,2.0,3.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,5.0,11.0,349.0,1074.0,4522.0,14.0,0.0,9.0,8.0,1.0,1.0,9.0,0.0,9.0,8.0,2.0,2.0,1.0,4.0,7.0,6.0,9.0,2.0,7.0,8.0,0.0,3.0,2.0,7.0,0.0,6.0,2.0,8.0,3.0,6.0,2.0,8.0,0.0,6.0,0.0,9.0,3.0,8.0,3.0,2.0,2.0,5.0,9.0,9.0,4.0,9.0,3.0,3.0,9.0,4.0,2.0,3.0,3.0,9.0,8.0,3.0
2020-02-23,8.0,3152.0,7692.75,40589.75,47.93,7.0,5.0,1.0,9.0,3.0,9.0,1549.0,4607.0,31383.0,40.83,0.0,7.0,6.0,6.0,7.0,7.0,8.0,5.0,8.0,6.0,6.0,3.0,0.0,1.0,6.0,5.0,3.0,8.0,1.0,0.0,9.0,7.0,7.0,4.0,0.0,1.0,9.0,4.0,7.0,3.0,5.0,1.0,5.0,6.0,4.0,3.0,3.0,3.0,0.0,5.0,0.0,9.0,6.0,4.0,0.0,16.0,315.0,1072.0,6551.0,35.93,3.0,1.0,3.0,7.0,7.0,7.0,6.0,5.0,8.0,9.0,3.0,3.0,5.0,3.0,5.0,9.0,3.0,7.0,3.0,9.0,4.0,51.0,99.0,747.0,24.14,3.0,50.0,95.0,747.0,26.14,4.0,1.0,9.0,5.0,3.0,1.0,9.0,3.0,8.0,9.0,5.0,1.0,6.0,3.0,5.0,2.0,7.0,2.0,0.0,5.0,7.0,1.0,0.0,1.0,5.0
2020-02-24,21.0,2663.17,6403.17,59780.33,61.17,0.0,2.0,2.0,6.0,4.0,9.0,1323.0,6033.0,35417.0,47.64,7.0,3.0,8.0,5.0,6.0,3.0,4.0,1.0,4.0,0.0,2.0,416.0,2378.0,16834.0,49.84,10.0,816.0,3930.5,24404.0,47.74,7.0,7.0,4.0,7.0,1.0,7.0,7.0,1.0,2.0,7.0,5.0,6.0,7.0,2.0,6.0,8.0,0.0,7.0,0.0,7.0,0.0,8.0,6.0,0.0,0.0,3.0,487.0,821.0,4289.0,25.0,2.0,9.0,9.0,5.0,1.0,3.0,1.0,7.0,6.0,2.0,6.0,6.0,1.0,4.0,8.0,2.0,6.0,4.0,0.0,7.0,6.0,8.0,7.0,1.0,9.0,3.0,5.0,3.0,8.0,8.0,3.0,2.0,1.0,3.0,7.0,1.0,0.0,4.0,5.0,7.0,3.0,5.0,0.0,9.0,4.0,8.0,3.0,2.0,9.0,5.0,8.0,1.0,2.0,3.0,9.0
2020-02-25,21.0,4129.33,7739.5,45266.83,62.56,0.0,0.0,2.0,0.0,7.0,7.0,2932.0,5394.0,35694.0,21.77,4.0,8.0,6.0,5.0,5.0,7.0,5.0,1.0,9.0,1.0,2.0,9.0,9.0,0.0,4.0,3.0,1729.0,4995.0,35007.0,28.13,6.0,1.0,3.0,6.0,3.0,5.0,2.0,9.0,2.0,8.0,4.0,2.0,5.0,3.0,0.0,0.0,8.0,5.0,5.0,9.0,3.0,7.0,6.0,5.0,5.0,7.0,644.0,2037.0,10168.0,30.39,9.0,6.0,1.0,1.0,1.0,0.0,6.0,4.0,1.0,8.0,8.0,5.0,1.0,0.0,7.0,4.0,8.0,8.0,7.0,8.0,5.0,6.0,5.0,2.0,5.0,5.0,2.0,0.0,6.0,0.0,9.0,3.0,7.0,4.0,6.0,7.0,5.0,2.0,4.0,5.0,4.0,0.0,9.0,1.0,0.0,2.0,6.0,4.0,5.0,6.0,3.0,8.0,5.0,2.0,0.0
2020-02-26,14.0,3656.0,8329.8,42635.0,57.12,8.0,549.0,3179.0,17147.0,41.49,7.0,662.67,3292.0,22218.67,65.09,6.0,2.0,4.0,1.0,3.0,4.0,3.0,9.0,8.0,5.0,1.0,1.0,5.0,7.0,1.0,5.0,541.0,3181.0,17149.0,43.49,5.0,9.0,5.0,1.0,5.0,2.0,6.0,9.0,5.0,8.0,3.0,2.0,3.0,6.0,8.0,5.0,3898.0,7640.0,48146.0,17.34,6.0,546.0,3181.0,17142.0,37.49,6.0,2371.33,2544.0,18013.0,28.130000000000003,1.0,7.0,9.0,0.0,7.0,2.0,4267.0,3899.0,26121.0,15.03,3.0,6.0,2.0,9.0,0.0,1.0,8.0,5.0,9.0,8.0,4.0,7.0,0.0,9.0,8.0,10.0,982.0,1089.0,5969.0,15.21,2.0,3.0,6.0,2.0,9.0,7.0,5.0,3.0,6.0,9.0,9.0,7.0,6.0,1.0,2.0,6.0,1946.33,2026.0,12907.0,17.130000000000003,8.0,5.0,5.0,1.0,1.0
2020-02-27,13.0,2631.4300000000003,8105.29,31145.86,76.44,1.0,983.0,3776.0,23142.0,36.510000000000005,12.0,5438.0,5824.0,43511.0,26.35,0.0,0.0,2.0,9.0,6.0,1.0,9.0,7.0,9.0,5.0,9.0,3.0,2.0,7.0,1.0,5.0,214.0,1664.0,11369.0,68.57,5.0,2.0,1.0,1.0,8.0,3.0,2.0,3.0,5.0,1.0,1.0,9.0,6.0,5.0,2.0,9.0,5.0,0.0,5.0,5.0,3.0,573.0,2930.0,15153.0,31.77,5.0,873.0,1574.0,6335.0,33.82,4.0,1.0,8.0,0.0,1.0,8.0,4.0,2.0,3.0,1.0,0.0,6.0,1.0,6.0,1.0,4.0,6.0,0.0,5.0,1.0,6.0,4.0,1.0,8.0,9.0,4.0,5.0,0.0,2.0,2.0,8.0,3.0,8.0,7.0,5.0,7.0,0.0,9.0,6.0,9.0,3.0,1.0,2.0,9.0,3.0,4.0,0.0,4.0,6.0,3.0,1.0,299.0,519.0,1977.0,15.47
2020-02-28,21.0,2555.33,6667.33,47036.33,74.49,2.0,6.0,0.0,4.0,5.0,4.0,389.0,2500.0,15567.0,73.83,2.0,5.0,6.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,8.0,4.0,7.0,4.0,9.0,355.0,1254.0,9882.5,34.84,2.0,6.0,3.0,5.0,9.0,2.0,6.0,9.0,6.0,4.0,0.0,5.0,5.0,4.0,3.0,5.0,9.0,4.0,8.0,5.0,1.0,7.0,4.0,9.0,8.0,5.0,668.0,1543.0,8042.0,35.78,9.0,6.0,2.0,4.0,2.0,1.0,257.0,436.0,1279.0,13.86,3.0,9.0,0.0,3.0,9.0,5.0,7.0,2.0,2.0,5.0,1.0,8.0,4.0,3.0,9.0,8.0,268.0,1932.0,7947.0,40.69,7.0,1.0,7.0,8.0,4.0,0.0,7.0,7.0,1.0,7.0,6.0,0.0,0.0,9.0,7.0,6.0,2.0,0.0,3.0,1.0,2.0,249.0,435.0,1284.0,8.86
2020-02-29,30.0,2869.38,7307.15,45822.77,58.35,5.0,0.0,6.0,2.0,0.0,8.0,1260.33,4144.67,25575.67,33.08,7.0,5.0,2.0,0.0,6.0,6.0,1162.0,5438.0,32541.0,33.84,5.0,1238.0,5666.5,33499.5,31.8,5.0,1838.0,4852.0,28863.0,23.39,4.0,1.0,4.0,0.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,8.0,9.0,9.0,8.0,4.0,4.0,4.0,0.0,8.0,3.0,7.0,2.0,17.0,4779.0,2135.0,15162.0,29.77,8.0,8.0,5.0,2.0,5.0,3.0,1.0,0.0,0.0,2.0,7.0,3.0,7.0,3.0,9.0,9.0,9.0,4.0,8.0,9.0,1.0,5.0,4.0,6.0,7.0,1.0,5.0,2.0,6.0,2.0,9.0,4.0,9.0,7.0,7.0,4.0,5.0,7.0,8.0,0.0,0.0,2.0,3.0,1.0,5.0,0.0,8.0,5.0,9.0,9.0,5.0,3.0,0.0,2.0,6.0
2020-03-01,13.0,2416.8,8109.5,41143.8,55.66,7.0,744.0,4539.0,22113.0,38.04,11.0,196.0,718.0,3850.0,8.0,0.0,7.0,6.0,7.0,5.0,8.0,1.0,5.0,8.0,2.0,2.0,2.0,3.0,8.0,5.0,4.0,686.5,3670.5,18675.5,34.79,4.0,5.0,0.0,2.0,9.0,7.0,9.0,0.0,5.0,1.0,6.0,4.0,9.0,2.0,8.0,7.0,2.0,3.0,6.0,2.0,7.0,4.0,8.0,0.0,7.0,13.0,1266.0,2029.0,11706.0,33.94,8.0,5.0,5.0,3.0,5.0,6.0,788.0,1227.0,7392.0,17.939999999999998,5.0,7.0,3.0,2.0,6.0,7.0,2.0,1.0,9.0,5.0,1.0,0.0,0.0,8.0,3.0,4.0,4.0,7.0,8.0,1.0,7.0,8.0,3.0,3.0,4.0,8.0,5.0,3.0,8.0,8.0,8.0,8.0,6.0,4.0,0.0,2.0,5.0,5.0,5.0,4.0,2.0,0.0,6.0,3.0,0.0
2020-03-02,13.0,2534.78,8765.78,37704.89,61.78,2.0,1.0,6.0,7.0,9.0,10.0,954.5,4275.5,24364.5,59.3,4.0,6.0,3.0,6.0,8.0,7.0,4080.0,7917.0,62994.0,25.41,1.0,5.0,4.0,5.0,2.0,5.0,772.0,2437.0,18259.0,32.94,9.0,8.0,5.0,0.0,5.0,3.0,5.0,4.0,0.0,4.0,7.0,0.0,7.0,7.0,2.0,7.0,5.0,3.0,4.0,9.0,1.0,3.0,9.0,7.0,5.0,32.0,980.69,1542.58,8816.5,35.03,5.0,928.0,1297.0,10710.33,20.48,10.0,227.25,563.0,3009.5,23.79,9.0,0.0,4.0,3.0,8.0,10.0,44.0,194.0,953.0,29.19,9.0,9.0,4.0,5.0,3.0,5.0,3170.67,1880.33,13055.33,10.95,9.0,8.0,8.0,5.0,7.0,5.0,7.0,4.0,9.0,5.0,1.0,5.0,3.0,0.0,5.0,5.0,836.0,1195.0,9522.5,18.75,5.0,90.0,237.5,1188.5,21.09
2020-03-03,14.0,1837.22,6050.219999999999,39499.67,51.69,7.0,2.0,4.0,2.0,3.0,3.0,880.0,4421.0,21023.0,37.99,7.0,4.0,4.0,9.0,4.0,7.0,4.0,6.0,7.0,1.0,10.0,378.0,2543.0,13957.0,51.22,3.0,1185.0,4831.0,30866.5,34.760000000000005,9.0,9.0,1.0,6.0,1.0,1.0,374.0,2538.0,13962.0,49.22,5.0,264.0,1559.0,8842.0,42.49,3.0,3.0,9.0,6.0,7.0,4.0,9.0,6.0,4.0,9.0,17.0,827.45,1643.73,6528.09,26.02,8.0,2.0,5.0,4.0,1.0,5.0,160.0,471.5,2177.5,23.82,8.0,9.0,2.0,2.0,5.0,10.0,285.0,480.0,2810.0,11.54,10.0,169.5,759.5,3515.5,34.27,8.0,833.0,1359.5,7912.0,14.45,3.0,6.0,6.0,3.0,9.0,0.0,4.0,9.0,1.0,1.0,9.0,3.0,2.0,0.0,9.0,7.0,617.0,1301.0,9185.0,18.17,8.0,112.0,311.0,1488.0,16.75
2020-03-04,19.0,2308.75,4718.88,33081.88,64.25999999999999,8.0,7.0,1.0,7.0,4.0,10.0,794.0,3749.0,23613.0,54.38,9.0,2.0,2.0,0.0,9.0,6.0,74.0,665.0,3783.0,64.03999999999999,8.0,322.5,1770.0,12926.0,58.41,5.0,7.0,4.0,8.0,2.0,2.0,6.0,7.0,4.0,5.0,5.0,2.0,5.0,3.0,7.0,5.0,730.0,2725.0,16295.0,27.08,7.0,8.0,2.0,6.0,3.0,3.0,1.0,7.0,7.0,4.0,12.0,731.0,1575.75,7865.75,26.51,7.0,3.0,0.0,4.0,7.0,8.0,1.0,4.0,0.0,3.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,0.0,9.0,5.0,3.0,3.0,8.0,2.0,9.0,1.0,5.0,5.0,2.0,2.0,8.0,1.0,7.0,5.0,2.0,6.0,5.0,6.0,8.0,0.0,6.0,2.0,2.0,3.0,9.0,8.0,8.0,9.0,4.0,6.0,6.0,4.0,1.0,1.0,1.0
2020-03-05,23.0,2173.38,7260.88,33110.880000000005,43.65,7.0,3.0,9.0,1.0,8.0,10.0,191.0,609.0,5201.0,20.0,1.0,8.0,2.0,0.0,6.0,8.0,8.0,2.0,4.0,8.0,5.0,0.0,7.0,6.0,3.0,6.0,768.0,3289.0,20045.0,34.65,2.0,4.0,3.0,9.0,1.0,2.0,8.0,1.0,1.0,1.0,6.0,0.0,3.0,0.0,5.0,2.0,2501.0,6105.0,44782.0,20.38,2.0,5.0,7.0,5.0,7.0,9.0,517.0,969.0,8190.2,22.12,3.0,8.0,8.0,5.0,8.0,3.0,5.0,5.0,0.0,3.0,0.0,1.0,3.0,3.0,5.0,0.0,4.0,0.0,3.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,9.0,8.0,8.0,5.0,6.0,4.0,6.0,5.0,1.0,6.0,0.0,9.0,6.0,1.0,6.0,1.0,6.0,6.0,9.0,5.0,1.0,6.0,3.0,1.0,0.0,2.0,5.0,9.0,1.0
